Token,Length
'd,2
143,3
oxidoreductas,13
7.935,5
contenti,8
wildlif,7
pel,3
anaerob,7
electrons.alloy,15
also,4
retina,6
riddl,5
calutron,8
holist,6
swamp,5
61ni,4
r-process,9
rank,4
bahama,6
96.941,6
guano,5
go,2
iron-complex,12
dairi,5
laser,5
throughout,10
60.1,4
"22,700",6
μg/kg,5
latin-bas,9
ferrum,6
wood,4
fe3o4,5
78,2
1–2,3
slac,4
α-ketoglutar,12
tetranuclear,12
reproduct,9
tetrathiomolybd,15
eaten,5
simpli,6
extra,5
99.28,5
0.7198–0.7202,13
christen,8
41k,3
marggraf,8
simplifi,8
n't,3
99.2742,7
lens,4
osmot,5
minuscul,8
"9,331",5
helic,5
their,5
lightn,6
feshbach,8
purex,5
greenhous,9
revel,5
respiration,11
osha,4
mantl,5
chlorargyrit,12
fifty-f,7
video,5
271.8,5
low-melt,8
washington,10
1.3×1016,8
rankin,6
K3,2
lithat,6
low-cobalt,10
eros,4
elut,4
Cs,2
pneumonia,9
organohafnium,13
di-,3
cumul,5
one-fifth,9
succeed,7
interrupt,9
£1,2
electron-volt,13
ferro,5
electrum,8
sauc,4
kcn,3
meq/l,5
toner,5
context,7
kcl·mgcl2·6,11
1895,4
bromat,6
0.08,4
galvanis,8
laurium,7
marignac,8
hgo,3
1.2,3
canist,6
chrysoberyl,11
soybean,7
sqm,3
nuclear-fus,11
iom,3
al2cl6,6
twa,3
7.13×108,8
land,4
renco,5
tailor,6
uraninit,8
tetracarbonyl,13
radium,6
version,7
stick,5
scep,4
victim,6
uranium-235,11
outbreak,8
99.995,6
knive,5
porphyri,8
"211,100",7
is,2
monoisotop,10
485.3,5
euphor,6
"36,600",6
russia,6
convect,7
k3cuf6,6
siberian,8
31.1034768,10
O,1
mughal,6
parallel,8
prohibit,8
wick,4
1903,4
gold-rich,9
sulfon,6
tennesse,8
3.1×1022,8
keratinocyt,11
ferritin,8
asthma,6
depromti,8
sharpli,7
coral,5
diaper,6
3zro2·co2·h2o,13
terrestri,9
.templatequotecit,17
ceylon,6
slurri,6
23.72,5
tesla,5
bef4,4
cheapest,8
predomin,8
mechanisms—an,13
high-val,8
mortal,6
tractatu,8
hla-h,5
78ni,4
fals,4
101mrh,6
4s2,3
firework,8
industries.tungsten,19
55,2
1875,4
1.615,5
⅛,1
shorter-liv,11
light-driven,12
acetamid,8
zddp,4
gray-black,10
–50,3
focu,4
organel,7
"70,015",6
78zn,4
famous,6
sharp,5
gottfri,7
electrophil,11
belur,5
cart,4
sodium-potassium,16
aircraft,8
σ-donor,7
retel,5
confin,6
polyhalit,9
episod,6
"300,000",7
E.,2
pierc,5
campaign,8
2–8,3
0.005,5
vietnam,7
"728,000",7
vicin,5
flute,5
u,1
votiv,5
antibond,8
glutamaterg,11
cno,3
Tc,2
vain,4
oxo,3
but,3
cramp,5
kurogan,7
bessem,6
vhf,3
"2,340",5
touch-sensit,12
buildup,7
gravit,6
electroposit,12
sędziwój,8
1821,4
high-spin,9
star-creat,10
paleooceanographi,17
mitochondria,12
hydrogenas,10
oxal,4
sp3-hybrid,10
placer,6
vacuum-tight,12
manhattan,9
inuit,5
923,3
1812,4
dark,4
rh2o3,5
high-mass,9
oxygen-produc,13
feed-forward,12
ca-al-rich,10
electrowin,10
сyprium,7
},1
platinum,8
pascua,6
−1/3,4
introduc,8
februari,8
interf,6
portion,7
imposs,6
doubl,5
gastric,7
argentina,9
charge-,7
beat,4
ill-defin,9
phrase,6
+7,2
surpass,7
704,3
again,5
lustrou,7
photodisintegr,14
organopotassium,15
77.27,5
71zn,4
novemb,6
whole,5
scpo4,5
thoria,6
silver-produc,13
zhejiang,8
126c,4
cro2−4,6
drawn,5
duralumin,9
1667,4
livingood,9
pre-concentr,12
dicalcium,9
audemar,7
charaka,7
consumpt,8
english-languag,15
household,9
oldest,6
25¢,3
rubín,5
zygmunt,7
rain,4
fairi,5
who,3
causal,6
off-gass,8
organotechnetium,16
leak,4
beach,5
n,1
silica-lik,10
median,6
manganes,8
bindheim,8
s-type,6
catastroph,10
odd,3
tc–c,4
114.4,5
trpm7,5
2025,4
bacteria-,9
organozinc,10
seventeenth,11
accident,8
music,5
untreat,7
+5,2
non-radioact,12
banish,6
trioxid,7
porou,5
cerebr,6
thallium-205,12
−361.82,7
which,5
kwh,3
dna,3
rubredoxin,10
male,4
−182.95,7
alfalfa,7
equilibrium,11
sacr,4
herp,4
persia,6
sulfur,6
bayer,5
glow-in-the-dark,16
borrow,6
cari,4
wealth,6
extrapol,8
cartridg,8
cawo4,5
bipyramid,9
retort,6
longer,6
ferrocyanid,11
appl,4
20-30,5
química,7
2zn,3
1.0,3
floppi,6
kale,4
99rh,4
1883,4
proto-elamit,12
insid,5
silvery-grey,12
unwrought,9
driver,6
sulfit,6
thaliana,8
slime,5
inc.,4
surgic,6
biomolecul,10
ga,2
r-oh,4
bad,3
outpac,6
2006,4
urchin,6
vinyl-termin,12
62cu,4
k-ar,4
14.8,4
4-,2
toxin-induc,11
1866,4
vane,4
acidosi,7
hfo2,4
76,2
california,10
organocopp,10
metiram,7
flask,5
wanderwort,10
permeabl,8
automobil,9
​1⁄3,4
vulcan,6
aurum,5
gamma-ray-fre,13
westinghous,11
problemat,9
prussia,7
purif,5
lupi,4
soar,4
β-tccl3,7
uf3,3
tevatron,8
95,2
exacerb,7
imperm,6
umicor,6
2.86,4
columbia,8
zircaloy,8
borat,5
rahm,4
4.21,4
noxiou,6
welder,6
succinyl,8
tomb,4
hydroquinone-process,20
patin,5
pentlandit,10
tii3,4
clau,4
mutual,6
maxim,5
dolli,5
stationari,10
vulner,6
plunder,7
away,4
swiss-born,10
91zr,4
1146,4
afford,6
seolfor,7
old-styl,8
dosimetri,9
wrong,5
inner,5
viabl,5
muscovit,8
network,7
lead-207,8
angular,7
31,2
+0.799,6
technetium-93,13
l−1,3
鉄,1
lftr,4
renew,5
lomonosov,9
A,1
1757,4
dimethoxyethan,14
carotenoid,10
s-electron,10
seafood,7
wafer,5
coas2,5
's,2
stephen,7
4he,3
912,3
arizaro,7
60–120,6
h.,2
mussel,6
staßfurt,8
hunt,4
41.29,5
glutam,6
skutterudit,11
adenoviru,9
15.6,4
x,1
collis,6
bikini,6
na2sio3,7
zrbr4,5
stabli,6
perfluorocarbon,15
lih,3
lithuanian,10
selenium-molybdenum,19
octet,5
electrocatalyt,14
genocide—and,12
low-profil,10
spin-forbidden,14
skin,4
speed,5
2–3,3
0.89,4
серебро,7
americium,9
ground,6
al2be3si6o18,12
coolidg,7
seen,4
"1,994",5
receptor,8
carbonatit,10
18.7,4
unexpos,7
metal–o2,8
0.141,5
tropic,6
insert,6
pontin,6
outga,5
AD,2
time-weight,11
caco3,5
Mo,2
ferrouranium,12
we,2
deferoxamin,11
gall,4
pile-1,6
violaceum,9
1-x,3
implos,6
zro2,4
suitabl,7
infinit,7
pseudohalid,11
235uf6,6
tetsu,5
downward,8
Ni,2
120°,4
co-60,5
influenc,8
nonpolar,8
yakutia,7
plu,3
monomer,7
rose-r,6
barium,6
dirk,4
off-field,9
poppi,5
everyth,7
auricular,9
1668,4
badli,5
60ni,4
staatlich,9
muzzl,5
7900,4
herodotu,8
portugues,9
antamina,8
"3,780",5
2–6,3
1-norbornyl,11
105ag,5
‘,1
alkynyl,7
hypothes,8
9-13-year-old,13
72.29,5
spain,5
coal-fir,8
poem,4
bric,4
primer,6
2300,4
lacquer,7
john,4
carrock,7
siegerland,10
outer,5
centrosymmetr,13
~4,2
"2,039",5
diffusionless,13
ag2c2,5
push,4
turnov,6
gangren,7
pyramid,7
oligomer,8
best-sel,8
6.04,4
iron-oxid,9
travel,6
eurasia,7
740.00,6
1992,4
ta2o6,5
770,3
non-oxid,8
seventy-five-kg,15
1017,4
transact,8
explan,6
ligand-to-met,13
sealant,7
non-integr,10
haüi,4
neptunium,9
twelfth,7
bluish-green,12
"1,000,000",9
ida,3
setup,5
long-chain,10
former,6
silver-color,12
1973,4
triiodid,8
2018,4
hoop,4
raw,3
ire-bp,6
ovenwar,7
bladder,7
zn3p2,5
d-histidin,10
8.7946,6
ole,3
tenorit,7
disrepair,9
five-c,6
singular,8
efficaci,8
tantalium,9
reopen,6
oyster,6
bactrian,8
vacuum-cast,11
tcf6,4
0.808,5
↔,1
bag,3
X3,2
ultrathin,9
plumb,5
lure,4
submers,7
adjac,5
106,3
"10,000,000",10
hadron,6
pole,4
cerium,6
crimin,6
cyclosil,8
tecton,6
in,2
omit,4
I,1
dopant,6
(,1
valuabl,7
clarif,6
telegram,8
negative-feedback,17
bloodstream,11
doubli,6
calcitonin,10
boundari,8
bigger,6
lio2,4
antoin,6
eagl,4
lead-zinc,9
On,2
13.76,5
proxi,5
mainli,6
zinc-bear,9
built-in,8
purple-color,12
185w,4
10-,3
gli,3
cielo,5
1928,4
filtrat,7
polyimide-glass,15
2zn2,4
granulocyt,10
judg,4
Y,1
diaspor,7
2.04,4
slowli,6
+1,2
铁,1
pyrit,5
hell,4
intersect,9
heal,4
0.03,4
an,2
breast,6
nut,3
englishman,10
formaldehyd,11
-a,2
1979–1989,9
hif-1,5
"1,700",5
sardin,6
labor,5
hahn,4
carbon—th,9
reform,6
halfnocen,9
high-energi,11
"1,000",5
fecl3,5
moth-proof,10
simplest,8
2+,2
khso3,5
aluminates—protect,18
instrus,7
14n,3
भेलिरु,6
markedli,8
low,3
iraq,4
910,3
fingerprint,11
dppe,4
65zn,4
visibl,6
1869,4
≈100,4
darwin,6
pumpkin,7
inorgan,7
low-releas,10
too,3
swd,3
81,2
122.24,6
वेलुरिय,7
somalia,7
judean,6
vs.,3
high-melting-point,18
140–300,7
helium-rich,11
lab,3
mistook,7
iron–nickel,11
bullion,7
multitud,8
1892,4
unaffect,8
1924,4
disloc,6
masurium,8
29,2
monoiodid,9
1.33,4
neutron-captur,14
80rb,4
instabl,7
tripl,5
uvb,3
body-cent,9
186w,4
rna,3
1803,4
viii,4
polari,6
higher-energi,13
voyag,5
pozzino,7
semiconduct,11
'beryl,6
radii,5
zintl,5
recover,7
xanthin,7
aberr,5
lath,4
co2o3,5
40ar,4
likelihood,10
ductile-brittl,14
dessert,7
hood,4
kobold,6
glucin,6
12,2
nema,4
shampoo,7
1840,4
barter,6
conform,7
−20,3
salmon,6
11.2,4
21,2
accordingli,11
uncommon,8
closet,6
usa,3
uc2,3
89mzr,5
he,2
"23,722,890",10
neutron-transpar,16
73co,4
mL,2
1546,4
century.uranium,15
knife,5
γλυκύς,6
reward,6
ziegler,7
body-centr,10
relativist,10
li-ion,6
one-third,9
I−,2
1s,2
calder,6
1.12,4
fe3+,4
O4,2
6.8,3
laptop,6
collector,9
purpl,5
true,4
li-bas,6
yellowish-r,11
judah,5
obstruct,8
veḷuriya,8
fe-ni-,6
polyoxotantal,13
engag,5
fe–o–o,6
4217,4
borax-iii,9
kitchen,7
auburn,6
k2uo2,5
nervou,6
erythrocyt,10
club,4
e-materi,8
spinach,7
s,1
tighter,7
0.015,5
race,4
swab,4
modulu,6
ferrimagnet,11
vii,3
aquat,5
ethyl,5
1889,4
pristin,7
ta2o5,5
redox,5
zn3as2,6
provision,9
kosnarit,8
pari,4
vomit,5
×10−5,5
alf3,4
invar,5
ubr3,4
0.33058,7
MX,2
disease-caus,12
asset,5
conquistador,12
0.003,5
2.4×1019,8
"228,000",7
faint,5
oxidas,6
lutetium,8
fort,4
be2sio4,7
fusibl,6
steer,5
alzheim,7
1.1,3
zn5,3
remiss,6
mollusk,7
staff,5
ro-,3
cathode-ray,11
consensu,8
presenc,7
contemporari,12
heptoxid,8
nickel-copp,11
litr,4
micron,6
less-common,11
spinal,6
sulfadiazin,11
pzt,3
hcl,3
α-,2
cryolit,7
transmiss,9
3.75,4
melter,6
ordnanc,7
ionic,5
hall–héroult,12
soak,4
sigismund,9
arc,3
anti-corros,11
concomit,8
outcom,6
sixth,5
hammer,6
doorknob,8
newborn,7
deflector,9
tetragon,8
1.36,4
bühl,4
tomographi,10
fungi,5
1494,4
nors,4
molybdenum-98,13
traffic,7
deni,4
zinc-silv,9
alp,3
chalko,6
lumber,6
d–d,3
partit,6
